hsa-let-7b	 7.784718e-03	-0.0043067935	 0.0196955613	 1.236194e-02	-3.829235e-02
hsa-let-7c	-2.239254e-02	 0.0290484597	-0.0175678015	-4.148563e-03	 1.138470e-04
hsa-let-7g	-6.553675e-02	 0.0508089705	-0.0381213386	-3.448034e-02	-1.675587e-02
hsa-miR-1	 1.214862e-01	-0.2613743221	-0.0810056265	 1.239795e-01	-1.308934e-01
hsa-miR-101	-3.790766e-01	 0.1359711741	-0.2234230400	 2.648413e-01	-7.658734e-02
hsa-miR-106a	 1.702820e-03	-0.0163013870	-0.0205970553	-8.565462e-03	 1.387836e-02
hsa-miR-106b	 1.853197e-02	-0.0263124264	-0.0560171745	-1.973890e-03	-1.983984e-02
hsa-miR-453	 5.536203e-01	-0.1526458652	-0.4713343146	-2.802247e-01	 3.327051e-01
hsa-miR-453	-6.854045e-02	 0.1851504090	 0.0737081436	-2.793750e-02	 5.750028e-02
hsa-miR-453	-4.694755e-01	 0.6033257768	-0.5114597751	 7.445995e-01	-6.905141e-01
hsa-miR-453	-1.469639e-01	 0.0265556501	-0.7371620623	 9.218645e-01	-2.699560e-01
hsa-miR-130a	 3.726172e-03	 0.0104428500	-0.0336667625	-5.434063e-03	-1.096872e-02
hsa-miR-132	 2.658142e-02	 0.0049997835	-0.0232723040	 3.977607e-02	 4.281532e-02
hsa-miR-135a	 1.215701e-01	-0.1882158402	 0.1674651242	-3.669008e-01	 4.566701e-01
hsa-miR-135b	 3.631166e-01	-0.1642997890	 0.5181753840	-3.832408e-01	-1.525286e-01
hsa-miR-141	-1.109393e-03	-0.0807371384	 0.2212279991	 7.931789e-02	-4.337309e-01
hsa-miR-453	-6.763843e-02	 0.0088101605	 0.2833812866	-3.275089e-02	-6.528883e-03
hsa-miR-453	 1.990583e-01	 0.0985310015	-0.3422576180	-9.951011e-02	 4.759054e-01
hsa-miR-453	-1.107549e-01	 0.6884275254	-0.2830568373	-2.926467e-01	 4.128438e-01
hsa-miR-148a	-6.367676e-01	 0.0713307651	-0.3723176720	 2.444910e-01	-2.281847e-01
hsa-miR-148b	-1.256302e-01	 0.0443365873	-0.7576564910	 1.111027e-01	 3.177196e-01
hsa-miR-152	-4.070623e-02	-0.0174278152	-0.0364057933	-7.629113e-02	-1.266402e-02
hsa-miR-453	 9.216119e-02	 0.1522148170	-0.3594820692	-3.524583e-01	 1.504129e-01
hsa-miR-453	 9.770931e-02	-0.3150373752	 0.1969457796	-2.644486e-02	 1.489606e-01
hsa-miR-154	 4.508083e-02	 0.0862500996	-0.3102578419	-3.497378e-01	 3.383302e-01
hsa-miR-15a	-8.685617e-03	 0.0110007410	-0.0922039232	 7.291948e-02	-2.819846e-02
hsa-miR-15b	-1.026177e-02	 0.0053108767	-0.0487432524	-3.297306e-02	-2.539658e-02
hsa-miR-16	-7.548188e-03	 0.0220250659	 0.0005189331	 1.108768e-03	 2.432048e-03
hsa-miR-17	 7.454267e-03	-0.0194597446	-0.0163912003	 6.979198e-04	 1.065933e-02
hsa-miR-181a	 2.128830e-02	-0.0032119906	 0.0097500448	 2.465744e-02	 3.319794e-03
hsa-miR-181b	 2.083183e-02	-0.0053825623	-0.0071049178	 1.157829e-02	 8.030833e-03
hsa-miR-181c	 4.018127e-01	-0.3758160536	-0.1285743988	 3.797807e-01	 1.436251e-01
hsa-miR-181d	-1.143895e-01	 0.0486958685	 0.0723665853	 2.617461e-02	-3.711273e-03
hsa-miR-182	 3.364793e-02	-0.0359505959	-0.0340467354	-3.745724e-02	-3.952883e-02
hsa-miR-453	-9.081284e-02	 0.1130210512	 0.4613291325	-1.077303e-01	-5.541621e-01
hsa-miR-453	 4.952818e-01	-0.0506846268	-0.0006039887	-2.957725e-01	 4.490298e-01
hsa-miR-195	-1.960369e-02	 0.1868896078	 0.0348081980	-8.379265e-02	 8.705249e-03
hsa-miR-196a	-2.361075e-02	-0.0030267804	-0.1018991004	-6.836435e-03	-3.045404e-02
hsa-miR-196b	-4.119335e-01	 0.5011897411	-0.5007921744	 2.047680e-01	 7.436727e-02
hsa-miR-453	 1.306349e-01	 0.0300568885	 0.0258123114	 1.089272e-01	 6.642783e-02
hsa-miR-453	-2.854524e-02	-0.0972432037	 0.1359231375	-2.964660e-02	 6.462569e-02
hsa-miR-453	 7.094736e-03	 0.1869876533	 0.0131878679	 9.106812e-03	-3.584670e-01
hsa-miR-19a	-2.772370e-02	-0.0704743169	-0.1163380591	 4.688238e-02	 1.307492e-01
hsa-miR-19b	 4.980769e-03	-0.0122851044	-0.0615839853	 1.485727e-02	 1.115629e-05
hsa-miR-200a	 6.017071e-01	-0.2347287627	-0.2941738380	 4.264819e-01	 3.875706e-01
hsa-miR-203	-4.406042e-01	-0.0480408695	 0.7977047556	-5.022758e-01	-2.535759e-01
hsa-miR-453	 1.061497e-01	 0.4026090678	-0.4192265786	 1.498467e-01	 4.530676e-01
hsa-miR-206	-2.082989e-01	 0.2311105529	-0.1235100901	-5.011941e-02	 2.010057e-01
hsa-miR-20b	-1.170532e-02	-0.0243008021	-0.0253370339	-1.143191e-02	 3.669121e-02
hsa-miR-211	 7.780726e-01	-0.5510815366	-0.1888678452	 2.305607e-01	-2.159121e-01
hsa-miR-453	 3.233048e-01	 0.0891754589	-0.3070709895	 1.359026e-01	-2.357819e-01
hsa-miR-453	 2.521901e-01	 0.2907067449	-0.2883380428	-4.927131e-01	 2.731967e-01
hsa-miR-453	-6.331764e-02	 0.0674563180	 0.3042814064	 1.255117e-01	-3.382953e-01
hsa-miR-212	-2.865518e-01	 0.5266855995	-0.4384161657	-6.626440e-02	-1.230974e-01
hsa-miR-214	-5.575430e-01	 0.8730183808	-0.7372584450	 8.749260e-02	 2.150063e-01
hsa-miR-218	-1.194971e-01	 0.2476545226	-0.4329292476	 1.630306e-01	 6.327276e-01
hsa-miR-221	-7.616395e-03	 0.0070210496	 0.0001510810	 5.917030e-03	 1.837478e-03
hsa-miR-222	-1.036383e-03	 0.0067656702	-0.0066339498	 4.323968e-03	-1.060193e-03
hsa-miR-453	 4.418445e-01	-0.4652832723	-0.0938911832	-3.325843e-02	-3.313555e-01
hsa-miR-25	-2.254709e-02	 0.0215767464	-0.0046291007	 5.890897e-03	 2.554220e-03
hsa-miR-26a	 8.618775e-03	 0.0198523061	 0.0178430733	-6.543033e-03	-1.239881e-02
hsa-miR-26b	-3.143453e-01	-0.2309455537	 0.0714787896	-1.003024e-01	 5.491381e-02
hsa-miR-27a	-2.779551e-02	 0.0043854558	 0.0150352514	 3.800692e-02	 2.444918e-02
hsa-miR-27b	-4.913067e-02	-0.0674784908	-0.1441714145	-5.162738e-02	 4.297483e-02
hsa-miR-453	 9.926227e-03	-0.0554492242	 0.1909958044	-1.316685e-02	-1.890747e-02
hsa-miR-453	-1.732984e-01	-0.4536147568	 0.4065171082	-5.584390e-01	 6.872221e-01
hsa-miR-29a	 7.311078e-03	 0.0672032834	 0.0819700772	 3.400150e-02	 2.562972e-02
hsa-miR-29c	 2.833724e-01	-0.1236085575	 0.4369230207	 3.176748e-01	 6.122811e-01
hsa-miR-302b	-2.051768e-01	-0.0974936051	-0.3567593353	 2.704411e-01	-1.072446e-01
hsa-miR-302d	-3.362714e-01	 0.4753492869	-0.5727181571	 2.283827e-01	-1.020990e-01
hsa-miR-453	-8.759507e-02	 0.2203982087	-0.2970247468	-3.261998e-01	 6.099819e-01
hsa-miR-453	-5.161943e-01	-0.1290584560	-0.1322948551	 7.120710e-01	-6.340876e-01
hsa-miR-30b	-4.613189e-02	 0.0618731768	-0.1725226437	 1.383411e-02	 1.523259e-02
hsa-miR-30c	-2.257568e-02	 0.0116510747	-0.0285301785	 1.139015e-02	 4.510690e-03
hsa-miR-30d	 7.236020e-03	-0.0240290656	-0.0427371129	-5.076238e-03	-1.997040e-02
hsa-miR-30e	-2.000892e-01	 0.0214915269	 0.0186614723	 2.888737e-01	-9.777478e-02
hsa-miR-453	-1.385442e-01	 0.1566650122	 0.1985195803	-8.853058e-02	 4.394579e-01
hsa-miR-453	-1.077881e+00	 0.2284888293	 0.0766229407	 1.146062e-01	 1.868846e-01
hsa-miR-453	-3.413615e-01	 0.2923338727	-0.4827748720	 5.480195e-02	-1.154289e-01
hsa-miR-453	 9.140741e-02	 0.1020554246	-0.1463472704	-8.953225e-02	 8.340530e-02
hsa-miR-453	 3.313877e-01	-0.2149670301	 0.4979268366	-5.032998e-01	 2.054863e-01
hsa-miR-453	 2.282117e-01	-0.5229720530	 0.7193539958	-1.470301e-01	-2.956483e-01
hsa-miR-453	-1.689869e-01	 0.1642605435	-0.2455281990	 1.172981e-01	-4.055846e-01
hsa-miR-453	-5.045094e-01	 0.0733868742	-0.1608423332	 9.013541e-01	-3.502947e-01
hsa-miR-453	-4.845233e-01	 0.3619281506	 0.2297664731	-2.591080e-01	 9.660701e-03
hsa-miR-453	-6.513886e-02	-0.0963802246	 0.1674679290	-1.615368e-01	-1.372569e-01
hsa-miR-453	 1.908295e-01	 0.0331671452	 0.1889337043	-1.613152e-01	 5.463339e-01
hsa-miR-453	 5.755760e-01	-0.1813397580	-0.4799606870	 6.841386e-01	-3.695966e-01
hsa-miR-453	-7.861003e-02	 0.6154278233	-0.4810705468	 1.178958e-01	 3.546449e-01
hsa-miR-453	-1.014723e-01	-0.0027712293	 0.1325482694	-4.867851e-01	 6.076786e-01
hsa-miR-453	-5.232479e-01	-0.2628248698	 0.3960154115	-2.348091e-01	-5.569889e-01
